title,timestamp_first,def_first,timestamp_end,def_end
Valotte (song),2007-11-11T04:10:24Z,<y> -11-11T04:10:24Z </y> Valotte is the title single from Julian Lennon's debut album.,2021-05-26T13:20:55Z,"<y> -11-07T19:28:32Z </y> ""Valotte"" is a song by British singer Julian Lennon, the title track and second single (first single in the US) from his debut album Valotte."
Value proposition,2009-12-10T18:59:51Z,"<y> -12-10T18:59:51Z </y> A value proposition is an analysis and quantified review of the benefits, costs and value that an organization can deliver to customers and other constituent groups within and outside of the organization.",2021-12-03T14:54:51Z,"<y> -11-22T10:44:42Z </y>  All else being equal, a feature or application perceived as easier to use than another is more likely to be accepted by users, according to Wang."
Van Halen World Invasion Tour,2007-12-09T22:56:27Z,<y> -12-09T22:56:27Z </y> The World Invasion Tour was a concert tour by hard rock band Van Halen to support their third album Women and Children First.,2019-11-15T05:27:44Z,"<y> -04-15T21:34:47Z </y> The World Invasion Tour was a concert tour by hard rock band Van Halen in support of their third studio album, Women and Children First."
"Van Wyck, South Carolina",2007-11-25T12:20:34Z,"<y> -11-25T12:20:34Z </y> Van Wyck (Wyck pronounced like ""bike"") is a community in the panhandle of Lancaster County, South Carolina.",2022-10-15T13:34:17Z,"<y> -02-13T16:35:59Z </y> Van Wyck is a town in the panhandle of Lancaster County, South Carolina, United States."
Van der Waals surface,2007-12-13T12:40:48Z,"<y> -12-13T12:40:48Z </y> The van der Waals surface area (abbreviated variously as vdWSA, VSA, WSA), also van der Waals surface or van der Waals envelope (after van der Waals) is the surface of the union of the spherical atomic surfaces defined by the van der Waals radius of each component atom in the molecule.",2020-07-15T14:39:07Z,"<y> -10-16T15:51:17Z </y> The <t> Van der Waals surface </t> of a molecule is an abstract representation or model of that molecule, illustrating where, in very rough terms, a surface might reside for the molecule based on the hard cutoffs of Van der Waals radii for individual atoms, and it represents a surface through which the molecule might be conceived as interacting with other molecules."
Vandalia (colony),2007-11-10T09:50:07Z,<y> -11-10T09:50:07Z </y> Vandalia was the name of a proposed British colony in North America that never materialized.,2020-03-05T00:35:25Z,<y> -11-18T17:27:41Z </y> Vandalia was the name in the late 1700s of a proposed British colony in North America.
Vandenberg Space Launch Complex 10,2007-12-02T10:16:00Z,"<y> -12-02T10:16:00Z </y> 'Space Launch Complex 10, or Missile Launch Complex 10, is located at Vandenberg Air Force Base in Lompoc, California.",2021-10-03T21:05:48Z,"<y> -04-18T11:44:04Z </y> Space Launch Complex 10, or Missile Launch Complex 10, is located on Vandenberg Space Force Base in Lompoc, California."
Vanessa Jung,2007-12-23T00:28:28Z,"<y> -12-23T00:28:28Z </y> <t> Vanessa Jung </t> (born 29 February  in Munich, Germany) is a German actress.",2021-05-26T13:28:52Z,"<y> -01-26T22:35:15Z </y> <t> Vanessa Jung </t> (born 29 February  in Munich, Germany) is a German actress."
Vanessa Rubin,2007-12-23T00:28:36Z,"<y> -12-23T00:28:36Z </y> <t> Vanessa Rubin </t> (born March 14,  in Cleveland, Ohio) is an American jazz vocalist and composer.",2020-02-22T13:30:44Z,"<y> -12-02T16:22:45Z </y> <t> Vanessa Rubin </t> (born March 14, ) is an American jazz vocalist."
Vangchhia,2007-11-09T12:48:46Z,"<y> -11-09T12:48:46Z </y> <t> Vangchhia </t> is the name of a town in the state of Mizoram, India.",2021-07-30T19:59:34Z,"<y> -04-23T22:16:18Z </y> <t> Vangchhia </t> is a village in the Champhai district of Mizoram, India."
Vangteh,2007-12-31T21:24:44Z,"<y> -12-31T21:24:44Z </y> <t> Vangteh </t> is a large village in present Tedim township of Chin State, Myanmar (Burma).",2021-12-05T02:53:53Z,"<y> -03-31T22:58:41Z </y>  In concern with this, in his personal record written in his own handwriting, the late Jamaidar N. D. Thang, from another family called Kilte, also well documented the history of ""Hausa sagih leh tuangdung sagih"" by listing the names of the seven Hausa (princes) with a comment that said Pau Hau as the chief of those seven princes."
Vanillin synthase,2007-11-21T23:03:05Z,"<y> -11-21T23:03:05Z </y> In enzymology, a vanillin synthase (EC 4.",2017-11-11T15:20:10Z,"<y> -09-29T15:48:35Z </y> In enzymology, a vanillin synthase (EC 4."
Vanillyl-alcohol oxidase,2007-11-13T21:15:30Z,"<y> -11-13T21:15:30Z </y> In enzymology, a vanillyl-alcohol oxidase (EC 1.",2020-12-31T16:09:06Z,"<y> -07-31T05:37:44Z </y> In enzymology, a vanillyl-alcohol oxidase (EC 1."
Varanger Kraft,2007-11-04T12:24:50Z,"<y> -11-04T12:24:50Z </y> <t> Varanger Kraft </t> is a municipal owned power company that operates four hydroelectric power stations producing 420 GWh per year through the subsidiary Pasvik Kraft, operates the power grid in the seven owner municipalities in Eastern Finnmark with 3,200 km lines and 16,000 customers, as well as retails power through Barents Energi.",2020-07-13T11:35:12Z,<y> -04-09T11:33:23Z </y>  It operates the power grid in the same municipalities.
Variable Message Format,2007-11-21T01:13:31Z,"<y> -11-21T01:13:31Z </y> <t> Variable Message Format </t>, abbreviated ""VMF"", is a method of communicating tactical military information.",2019-09-25T12:28:46Z,"<y> -12-09T17:53:16Z </y>  The standard is designated distribution class C, meaning that it may only be distributed to federal employees and contractors."
Vasile Buhăescu,2007-12-16T14:09:06Z,<y> -12-16T14:09:06Z </y> This biographical article related to Romanian football is a stub.,2021-12-22T14:19:48Z,<y> -11-13T11:18:46Z </y> <t> Vasile Buhăescu </t> (born 2 February ) is a Romanian professional footballer who plays as a striker who plays for Liga II club Dinamo București.
Vasili Stepanovich Popov,2007-11-20T21:36:29Z,"<y> -11-20T21:36:29Z </y> <t> Vasili Stepanovich Popov </t> (Russian: Василий Степанович Попов) ( –) – Russian general, chief of office of prince Grigori Alexandrovich Potemkin.",2021-04-29T18:42:56Z,"<y> -06-02T10:20:09Z </y> This is the current revision of this page, as edited by Montenois (talk | contribs) at 10:20, 2 June ."
Vault (urban movement),2007-12-29T22:11:14Z,"<y> -12-29T22:11:14Z </y> In parkour, vaults (French language: passements), help someone clear over railings, tables, walls, and platforms as efficient and as quickly as possible by jumping or leaping over these obstacles.",2021-06-29T14:26:57Z,"<y> -12-30T14:20:58Z </y> In various urban activities, a vault is any type of movement that involves overcoming an obstacle by some combination of jumping, climbing or diving."
Vehicle registration plates of Indiana,2007-12-15T23:02:32Z,<y> -12-15T23:02:32Z </y> The Indiana Bureau of Motor Vehicles issues standard automobile license plates bearing a one or two digit number identifying the county in which the vehicle is registered.,2021-11-18T09:29:47Z,<y> -11-14T02:34:09Z </y> The U. S. state of Indiana first required its residents to register their motor vehicles in .
Ventarron,2007-12-23T00:32:58Z,"<y> -12-23T00:32:58Z </y> <t> Ventarron </t> is the site of a 4,000-year old temple which was unearthed in Peru, in the ancient city of Lambayeque, 760 km away from Peru's capital, Lima.",2019-06-13T17:07:23Z,"<y> -12-12T20:57:51Z </y> Ventarrón is the site of a 4,500-year-old temple with painted murals, which was excavated in Peru in  near Chiclayo, in the Lambayeque region on the northern coast."
Venus Brown,2007-11-23T15:27:36Z,"<y> -11-23T15:27:36Z </y> <t> Venus Brown </t> (real name Darren Floyd, born: Wilmington, North Carolina) is the founder of Buddah Brown Entertainment, an artist management music label.",2019-01-16T08:56:25Z,"<y> -12-12T20:28:44Z </y> <t> Venus Brown </t> (real name Darren Floyd, born in San Diego, California) is the executive producer, owner and CEO of Buddah Brown Entertainment, an artist management music label."
Venus Flytrap (rock band),2007-12-08T09:50:18Z,<y> -12-08T09:50:18Z </y> Venus Flytrap is a Dutch indie rock band formed in .,2021-09-21T00:30:39Z,"<y> -10-20T21:31:32Z </y>  For the international release of their third album Come with us in  the band toured in Canada, on the invitation of the Canadian Music Week."
Verbascum blattaria,2007-11-24T01:39:40Z,"<y> -11-24T01:39:40Z </y> <t> Verbascum blattaria </t> (moth mullein) is a plant in the figwort family, Scrophulariaceae.",2020-08-04T23:08:40Z,<y> -08-20T15:13:37Z </y>  Each fruit is dark brown in color and contains numerous dark brown seeds.
Verbena hastata,2007-12-02T21:23:44Z,"<y> -12-02T21:23:44Z </y> <t> Verbena hastata </t> (vervain) is a plant in the vervain family, Verbenaceae.",2020-06-21T23:16:44Z,"<y> -11-25T17:04:30Z </y> <t> Verbena hastata </t>, the American vervain, blue vervain or swamp verbena, is a flowering plant in the vervain family Verbenaceae."
Verena Diener,2007-11-25T19:42:02Z,"<y> -11-25T19:42:02Z </y> <t> Verena Diener </t> (born 27 March  in Winterthur) is a Swiss politician, member of the Green Liberal Party of Switzerland, representing the canton of Zürich in the Swiss Council of States.",2019-06-29T08:00:34Z,<y> -08-05T01:43:13Z </y> <t> Verena Diener </t> (born 27 March  in Winterthur) is a Swiss politician.
Vernon Heywood,2007-11-14T16:40:05Z,<y> -11-14T16:40:05Z </y> Professor Vernon Hilton Heywood (born ) is a world renowned British biologist.,2021-05-24T09:20:31Z,<y> -09-22T18:49:41Z </y> Vernon Hilton Heywood (born 24 December  - died ) was a British biologist.
Vernonia noveboracensis,2007-12-07T21:51:22Z,"<y> -12-07T21:51:22Z </y> <t> Vernonia noveboracensis </t> (New York ironweed or Vein-leaf hawkweed) is a plant in the daisy family, Asteraceae.",2018-09-21T23:37:57Z,"<y> -12-27T23:54:28Z </y> <t> Vernonia noveboracensis </t> (New York ironweed or vein-leaf hawkweed) is a plant in the daisy family, Asteraceae."
Veronika Sabolová,2007-12-25T20:34:32Z,"<y> -12-25T20:34:32Z </y> <t> Veronika Sabolová </t> (born March 20, ) is a Slovakian luger who has competed since .",2020-06-22T13:42:27Z,"<y> -08-20T16:34:32Z </y> <t> Veronika Sabolová </t> (born March 20,  in Košice) is a Slovak luger who has competed since ."
Vertex arrangement,2007-12-27T00:07:30Z,"<y> -12-27T00:07:30Z </y> In geometry, a vertex arrangement is a set of points in space described by their relative positions.",2013-03-17T19:45:19Z,"<y> -09-10T22:01:24Z </y> In geometry, a vertex arrangement is a set of points in space described by their relative positions."
Vesamicol,2007-11-06T00:52:16Z,"<y> -11-06T00:52:16Z </y> <t> Vesamicol </t> is a drug that will block the antiporter, which transports acetylcholine from the cytoplasm of a cell into its vesicles.",2022-02-17T16:49:12Z,"<y> -01-24T00:31:45Z </y> <t> Vesamicol </t> is an experimental drug, acting presynaptically by inhibiting acetylcholine (ACh) uptake into synaptic vesicles and reducing its release."
Vesicle-fusing ATPase,2007-12-09T21:39:04Z,"<y> -12-09T21:39:04Z </y> In enzymology, a vesicle-fusing ATPase (EC 3.",2019-09-29T15:49:00Z,"<y> -04-12T23:18:08Z </y> In enzymology, a vesicle-fusing ATPase (EC 3."
Vesko Kountchev,2007-12-19T17:36:25Z,"<y> -12-19T17:36:25Z </y> Vesko (born Vesselin Valentinov Kountchev on January 17,  in Sofia, Bulgaria) <t> Vesko Kountchev </t> (Веско Кунчев) was born in Sofia, Bulgaria.",2021-08-16T14:26:27Z,"<y> -01-26T19:11:06Z </y>  Vesko starts at 5 years old playing violin, under Professor Alexander Serafimov guidance."
Vespasiano Strada,2007-12-02T20:13:31Z,"<y> -12-02T20:13:31Z </y> <t> Vespasiano Strada </t> (-) was an Italian painter and engraver of the early-Baroque period, mainly active in Rome.",2021-02-02T09:03:48Z,"<y> -05-01T02:40:15Z </y> <t> Vespasiano Strada </t> (–) was an Italian painter and engraver of the early-Baroque period, mainly active in Rome."
Vesperian Sorrow,2007-12-02T00:21:49Z,"<y> -12-02T00:21:49Z </y> <t> Vesperian Sorrow </t> is a symphonic black metal band from Austin, Texas founded in .",2019-12-22T08:09:12Z,"<y> -10-08T15:21:48Z </y> <t> Vesperian Sorrow </t> is an American symphonic black metal band from Austin, Texas, United States, founded in ."
Veteran tree,2007-11-13T19:19:36Z,"<y> -11-13T19:19:36Z </y> <t> Veteran tree </t> is a term used in the United Kingdom to mean a tree which, because of its great age, size or condition is of exceptional value culturally, in the landscape or for nature conservation.",2021-09-25T14:17:21Z,"<y> -12-22T06:05:34Z </y> A veteran tree (also known as an ancient tree) is a part of a great cultural, landscape or nature conservation value due its great age, size or condition."
"Veterans Memorial Bridge (Bristol County, Massachusetts)",2007-11-03T02:36:25Z,"<y> -11-03T02:36:25Z </y> Template:Bridge under construction The Miguel Corte-Real Bridge is a reinforced concrete bridge currently under construction over the Taunton River connecting Somerset, Massachusetts and Fall River, Massachusetts.",2020-11-23T15:27:01Z,"<y> -12-02T13:33:20Z </y> The Veterans Memorial Bridge is a bascule bridge connecting Somerset, Massachusetts and Fall River, Massachusetts."
Viburnum nudum,2007-11-24T00:58:01Z,"<y> -11-24T00:58:01Z </y> <t> Viburnum nudum </t> (naked viburnum) is a plant in the muskroot family, Adoxaceae.",2020-05-06T19:39:02Z,<y> -12-17T06:52:11Z </y>  One variety of the species is <t> Viburnum nudum </t> var.
Vic Batchelder Memorial Award,2007-11-21T10:02:53Z,<y> -11-21T10:02:53Z </y> The <t> Vic Batchelder Memorial Award </t> award is an annual British ice hockey award made to the young British player of the year as voted for by members of Ice Hockey Journalists UK.,2021-08-14T18:37:47Z,<y> -03-01T23:27:17Z </y> The <t> Vic Batchelder Memorial Award </t> is an annual British ice hockey award made to the young British player of the year as voted for by members of Ice Hockey Journalists UK.
Victor Fontan,2007-12-31T16:01:18Z,"<y> -12-31T16:01:18Z </y> <t> Victor Fontan </t> (June 18,  - January 2, ) was a French road racing cyclist from Nay.",2020-11-01T00:30:10Z,"<y> -04-07T23:54:11Z </y> <t> Victor Fontan </t> (born Pau, France, 18 June , died Saint-Vincent 2 January ) was a French cyclist who led the  Tour de France but dropped out after knocking at doors at night to ask for another bicycle."
Victor Hassine,2007-12-03T18:47:50Z,<y> -12-03T18:47:50Z </y> <t> Victor Hassine </t> is a current prisoner in the Pennsylvania Prison System.,2018-08-09T16:16:21Z,<y> -09-19T02:41:18Z </y> <t> Victor Hassine </t> (–) was a prisoner for over 20 years in the Pennsylvania State Prison System.
Victor Llona,2007-12-01T14:17:03Z,"<y> -12-01T14:17:03Z </y> <t> Victor Llona </t> was a writer and translator, born in Lima (Peru) in , who died in San Francisco in .",2020-04-12T09:00:43Z,"<y> -09-13T01:30:00Z </y> <t> Victor Llona </t> Gastañeta was a writer and translator, born in Lima (Peru) in , who died in San Francisco in ."
Victor Rabinowitz,2007-12-09T16:54:35Z,"<y> -12-09T16:54:35Z </y> <t> Victor Rabinowitz </t> (July 2,  – November 16, ) was an American lawyer known for representing high-profile leftist clients and causes.",2020-10-15T19:37:10Z,"<y> -09-29T16:24:29Z </y> <t> Victor Rabinowitz </t> (July 2,  – November 16, ) was a -Century American lawyer known for representing high-profile dissidents and causes."
Victor Villiger,2007-11-27T10:02:03Z,<y> -11-27T10:02:03Z </y> <t> Victor Villiger </t> was a swiss-born German chemist and the discoverer of the Baeyer-Villiger oxidation.,2021-07-14T08:38:33Z,"<y> -08-22T00:00:18Z </y> This is the current revision of this page, as edited by Migfab008 (talk | contribs) at 00:00, 22 August ."
Victoria (N.W.T. electoral district),2007-11-17T09:12:33Z,<y> -11-17T09:12:33Z </y> Victoria was a former single member territorial electoral district that was mandated to return a member to the Legislative Assembly of the Northwest Territories from  until the district was abolished in .,2021-01-28T02:06:32Z,<y> -06-29T13:48:48Z </y> Victoria was a former territorial electoral district that was mandated to return a single member to the North-West Legislative Assembly from  until Alberta became a province in .
"Victoria River, Northern Territory",2020-03-21T00:31:32Z,<y> -03-21T00:31:32Z </y> Victoria River is a locality in the Northern Territory of Australia located about 450 kilometres (280 mi) south of the territory capital of Darwin and about 240 kilometres (150 mi) south of the municipal seat in Katherine.,2020-03-21T00:31:32Z,<y> -02-02T04:45:10Z </y>  The locality’s boundaries and name were gazetted on 4 April .
Victorian Farmers' Union,2013-11-28T10:41:29Z,<y> -11-28T10:41:29Z </y> The <t> Victorian Farmers' Union </t> (VFU) was an association of farmers and primary producers formed in  in the Australian state of Victoria.,2021-09-25T15:13:14Z,"<y> -12-31T07:25:46Z </y>  ) After seeing the impact of a split conservative vote at the Western Australian Swan by-election held in October , the federal Nationalist government quickly introduced preferential voting in time for the Corangamite by-election held in December , enabling the VFU's candidate, William Gibson, to defeat the Labor candidate (future Prime Minister James Scullin) on preferences despite being over 4,000 behind on primary votes, thereby gaining the VFU its first member of the federal House of Representatives."
Vigdis Giltun,2007-11-10T15:29:06Z,<y> -11-10T15:29:06Z </y> Vigdis Karen Giltun (born 11 March  in Oslo) is a Norwegian politician for the Progress Party.,2018-01-03T22:59:49Z,<y> -06-09T18:01:53Z </y> Vigdis Karen Giltun (born 11 March  in Oslo) is a Norwegian politician for the Progress Party.
Vigier Guitars,2007-12-14T17:18:59Z,<y> -12-14T17:18:59Z </y> <t> Vigier Guitars </t> is a French manufacturer of electric guitars and basses.,2021-12-31T22:37:59Z,"<y> -01-24T07:06:05Z </y> <t> Vigier Guitars </t> is a French musical instruments company based in Grigny, Essonne and founded by Patrice Vigier in ."
Vihorlat Protected Landscape Area,2007-11-20T12:33:06Z,<y> -11-20T12:33:06Z </y> <t> Vihorlat Protected Landscape Area </t> (Slovak: Chránená krajinná oblasť Vihorlat) is one of the 14 protected landscape areas in Slovakia.,2019-09-10T17:25:25Z,<y> -11-28T13:02:55Z </y> <t> Vihorlat Protected Landscape Area </t> (Slovak: Chránená krajinná oblasť Vihorlat) is one of 14 protected landscape areas in Slovakia.
Vijay Kumar Mishra,2007-11-03T18:45:51Z,"<y> -11-03T18:45:51Z </y> <t> Vijay Kumar Mishra </t>is a politician in India, Ex MP and MLA .",2021-12-05T02:23:00Z,<y> -09-21T00:02:29Z </y> <t> Vijay Kumar Mishra </t> is an Indian politician from the state of Bihar.
Vilanculos District,2008-10-11T13:25:16Z,<y> -10-11T13:25:16Z </y> Vilankulo District or <t> Vilanculos District </t> is a district of Inhambane Province in south-east Mozambique.,2019-09-19T18:31:03Z,"<y> -05-23T16:50:40Z </y>  As of , 42% of the population of the district was younger than 15 years."
Viliam Široký,2007-12-22T23:06:59Z,"<y> -12-22T23:06:59Z </y> <t> Viliam Široký </t> (May 31,  - October 6, ) was a prominent Communist politician of Czechoslovakia, the Prime Minister from  to , and briefly serving as the acting President of Czechoslovakia following the death of Antonín Zápotocký.",2022-02-01T16:13:35Z,"<y> -02-07T09:26:35Z </y> <t> Viliam Široký </t> (31 May  – 6 October ) was a prominent Communist politician of Czechoslovakia, the prime minister from  to ."
Villa Marguerite,2007-12-29T23:53:09Z,<y> -12-29T23:53:09Z </y> <t> Villa Marguerite </t> is a mansion in Neussargues-Moissac in the Cantal départment in the Auvergne Region Castle Marguerite (Villa ou Château Marguerite) is a  century French mansion.,2022-10-16T14:50:51Z,<y> -02-25T11:26:42Z </y> The <t> Villa Marguerite </t> or Château Marguerite is a mansion in Neussargues-Moissac in the Cantal department in the Auvergne region of France.
Village (Vermont),2007-12-20T00:01:32Z,"<y> -12-20T00:01:32Z </y> In the U. S. state of Vermont, villages are named communities located within the boundaries of an incorporated town.",2018-08-22T18:23:48Z,"<y> -09-18T16:57:08Z </y> In the U. S. state of Vermont, villages are named communities located within the boundaries of an incorporated town."
Villarbasse massacre,2007-12-16T21:26:06Z,"<y> -12-16T21:26:06Z </y> The last execution in Italy took place on March 4,  in Turin, where three men from Villarbasse, Giovanni D' Ignoti, Giovanni Puleo and Francesco La Barbero, were shot at a rifle range just outside the city.",2021-12-06T02:07:28Z,"<y> -12-05T06:34:41Z </y> <t> Villarbasse massacre </t> took place on November 20, , in Villarbasse — about 20 km from Turin — where four men from Sicily (Pietro Lala, Giovanni D'Ignoti, Giovanni Puleo, and Francesco La Barbera) killed ten people: the men were sentenced to death, for the last application of capital punishment in Italy."
Vince Overson,2007-11-19T15:46:01Z,"<y> -11-19T15:46:01Z </y> Vincent David ""Vince"" Overson (born 15 May  in Kettering, Northamptonshire) is an English former footballer who played as a central defender.",2019-09-26T05:01:21Z,<y> -01-26T07:17:14Z </y> Vincent David Overson (born 15 May ) is an English former footballer who played as a central defender.
Vincenzo della Greca,2007-12-17T11:17:43Z,<y> -12-17T11:17:43Z </y> <t> Vincenzo della Greca </t> ( - ) was a  century Italian architect.,2021-10-24T15:31:14Z,"<y> -05-25T11:33:35Z </y> <t> Vincenzo della Greca </t> (February 5,  – ) was an Italian architect."
Vinette Robinson,2007-12-07T21:10:28Z,<y> -12-07T21:10:28Z </y> <t> Vinette Robinson </t> (born ) is an English actress.,2021-12-30T00:40:44Z,"<y> -12-04T21:43:13Z </y> <t> Vinette Robinson </t> is a British actress, from Bradford, West Yorkshire, England."
Vinicio Salmi,2007-11-18T22:57:15Z,"<y> -11-18T22:57:15Z </y> <t> Vinicio Salmi </t> (born March 6, ) is a former Italian racing driver from Genoa.",2019-07-08T13:43:00Z,<y> -02-02T09:58:19Z </y> <t> Vinicio Salmi </t> (born 3 July ) is an Italian former Grand Prix motorcycle road racer and racing driver from Ferrara.
Vinnytsia massacre,2007-11-28T16:54:02Z,<y> -11-28T16:54:02Z </y> The <t> Vinnytsia massacre </t> was a mass execution of people in the Ukrainian town of Vinnytsia by the Soviet secret police NKVD during Joseph Stalin's Great Purge in –.,2021-11-22T18:16:03Z,"<y> -12-29T00:46:00Z </y> The <t> Vinnytsia massacre </t> was the mass execution of between 9,000 and 11,000 people in the Ukrainian town of Vinnytsia by the Soviet secret police NKVD during the Great Purge in –, which Nazi Germany discovered during its occupation of Ukraine in ."
Vinod Jose,2007-12-02T20:26:41Z,"<y> -12-02T20:26:41Z </y> Vinod Kizhakkeparambil Jose, or Vinod K. Jose, is a journalist from India.",2021-12-14T01:38:01Z,"<y> -10-09T04:12:46Z </y> Vinod K. Jose, or Vinod Kizhakkeparambil Joseph, (born ) is a journalist, editor, and magazine founder from India."
Vinylacetyl-CoA Delta-isomerase,2007-11-13T21:02:28Z,"<y> -11-13T21:02:28Z </y> In enzymology, a vinylacetyl-CoA Delta-isomerase (EC 5.",2016-05-24T00:05:11Z,"<y> -09-29T15:49:26Z </y> In enzymology, a vinylacetyl-CoA Delta-isomerase (EC 5."
Violence in the Snowy Fields,2007-11-19T11:38:19Z,"<y> -11-19T11:38:19Z </y> <t> Violence in the Snowy Fields </t> is the sophomore full-length by Dolorean, released in  on Yep Roc Records.",2018-10-26T07:07:40Z,"<y> -12-30T20:19:28Z </y> <t> Violence in the Snowy Fields </t> is the second full-length by Dolorean, released in  on Yep Roc Records."
Violent Radicalization and Homegrown Terrorism Prevention Act of 2007,2007-12-28T12:34:06Z,"<y> -12-28T12:34:06Z </y> The <t> Violent Radicalization and Homegrown Terrorism Prevention Act of  </t> is a bill sponsored by Rep. Jane Harman (D-CA) and passed by 110th United States Congress which seeks to deal with ""homegrown terrorism and violent radicalization"" by establishing a national commission, establishing a center for study, and cooperating with other nations.",2020-09-15T05:18:46Z,<y> -06-02T20:51:10Z </y> The <t> Violent Radicalization and Homegrown Terrorism Prevention Act of  </t> was a bill sponsored by Rep. Jane Harman (D-CA) in the 110th United States Congress.
Viral tegument,2007-11-28T19:01:49Z,"<y> -11-28T19:01:49Z </y> Certain viruses contain a tegument, which is a cluster of non-essential and essential proteins that line the space between the envelope and nucleocapsid of many enveloped viruses.",2020-12-20T12:14:16Z,"<y> -12-07T01:45:29Z </y> A viral tegument or tegument, more commonly known as a viral matrix, is a cluster of proteins that lines the space between the envelope and nucleocapsid of all herpesviruses."
Virginia Admiral,2007-12-12T20:33:38Z,"<y> -12-12T20:33:38Z </y> <t> Virginia Admiral </t> (also credited as Virginia De Niro) (born , died ) was the mother of Academy Award-winning actor Robert De Niro, and the wife of painter Robert De Niro, Sr. .",2021-10-07T16:40:14Z,"<y> -12-19T18:29:49Z </y> Virginia Holton Admiral or Virginia De Niro (February 4,  – July 27, ) was an American painter, poet and the mother of actor Robert De Niro."
Virginia Coast Reserve,2007-12-23T00:40:12Z,<y> -12-23T00:40:12Z </y> The <t> Virginia Coast Reserve </t> is a biosphere reserve created by The Nature Conservancy in the early 1970s.,2021-07-15T13:53:42Z,"<y> -04-04T19:10:24Z </y> This is the current revision of this page, as edited by 71."
Virginia Coast Reserve Long-Term Ecological Research,2007-12-23T00:40:17Z,<y> -12-23T00:40:17Z </y> The <t> Virginia Coast Reserve Long-Term Ecological Research </t> (VCR/LTER) project is funded by the National Science Foundation.,2019-07-01T08:38:06Z,<y> -07-20T06:52:00Z </y> The <t> Virginia Coast Reserve Long-Term Ecological Research </t> (VCR/LTER) project is funded by the National Science Foundation.
Virginia Earle,2007-12-25T05:45:23Z,<y> -12-25T05:45:23Z </y> <t> Virginia Earle </t> was a stage actress of the last decade of the  Century and the early  Century.,2021-09-26T02:16:37Z,"<y> -01-11T14:03:39Z </y>  Lawton was an actor, whistler and comedian who became known when he played the role of Blinky Bill McGuirk in the London production of The Belle of New York, which opened at the Shaftesbury Theatre on April 12, ."
Virginia Highlander,2007-12-11T05:25:50Z,<y> -12-11T05:25:50Z </y> The Virginia highlander is a small breed of horse with a four-beat ambling gait.,2021-06-04T15:32:30Z,<y> -12-17T01:10:35Z </y> The <t> Virginia Highlander </t> is a small breed of horse with a four-beat ambling gait.
Virginia Kidd,2007-12-11T13:14:00Z,"<y> -12-11T13:14:00Z </y> <t> Virginia Kidd </t> (June 2, -January 11, ) was an American literary agent, writer and editor, particularly influential in science fiction and related fields.",2021-12-06T04:32:41Z,"<y> -02-21T18:26:21Z </y> <t> Virginia Kidd </t> (June 2,  – January 11, ) was an American literary agent, writer and editor, who worked in particular in science fiction and related fields."
Virginia Slims of Albuquerque,2007-12-29T19:08:57Z,<y> -12-29T19:08:57Z </y> The Virginia Slims of Alberquerque was a WTA Tour event held annually in August from  through .,2018-04-12T20:34:47Z,<y> -12-18T08:32:29Z </y> The <t> Virginia Slims of Albuquerque </t> is a defunct WTA Tour affiliated women's tennis tournament played from  to .
Virginia's 17th congressional district,2007-12-28T16:29:20Z,<y> -12-28T16:29:20Z </y> Virginia's  Congressional District was a congressional district in Virginia first formed in .,2020-12-12T14:16:41Z,<y> -08-24T10:38:59Z </y> <t> Virginia's  congressional district </t> is an obsolete congressional district.
Virginia's 20th congressional district,2007-12-28T16:28:39Z,<y> -12-28T16:28:39Z </y> This United States Congress–related article is a stub.,2021-08-24T10:52:39Z,"<y> -06-16T23:24:33Z </y> This is the current revision of this page, as edited by 200."
Virumaa,2004-06-20T20:06:32Z,<y> -06-20T20:06:32Z </y> <t> Virumaa </t> can mean,2021-11-26T01:00:28Z,<y> -07-06T19:15:44Z </y>  Vironian territories were snatched by the Order again as Baldwin of Alna complained in his report to the Pope in .
Vis-à-vis (carriage),2007-10-30T21:08:36Z,<y> -10-30T21:08:36Z </y> A vis-à-vis is a carriage in which persons sit face to face.,2021-12-02T21:22:43Z,<y> -10-13T23:57:50Z </y> A vis-à-vis is a carriage in which the passengers sit face to face with the front passengers facing rearward and the rear passengers facing forward.
Vishnunarayanan Namboothiri,2007-11-14T06:11:03Z,<y> -11-14T06:11:03Z </y> Vishnunarayanan Namboodiri (b.,2021-12-12T19:33:43Z,<y> -08-06T15:40:38Z </y> <t> Vishnunarayanan Namboothiri </t> (2 June  – 25 February ) was an Indian writer and scholar of Malayalam literature.
Vishwesha Tirtha,2007-12-29T10:01:55Z,"<y> -12-29T10:01:55Z </y> Sri Vishvesha Tirtha is the current Swamiji, or pontiff, of the Pejavara matha, one of the ashta mathas belonging to the Dvaita school of philosophy, founded by Sri Madhvacharya.",2021-10-13T14:14:35Z,"<y> -09-14T08:31:20Z </y> Sri <t> Vishwesha Tirtha </t>ru, officially known as Śrī Śrī  Śrī Viśveśa-tīrtha Śrīpād Kannada: ಶ್ರೀ ಶ್ರೀ ೧೦೮ ಶ್ರೀ ವಿಶ್ವೇಶತೀರ್ಥ ಶ್ರೀಪಾದಂಗಳವರು (27 April  – 29 December ), was an Indian Hindu guru, saint and presiding swamiji of the Sri Pejavara Adokshaja Matha, one of the Ashta Mathas belonging to the Dvaita school of philosophy founded by Sri Madhvacharya."
