title,timestamp_first,timestamp_end,def_first,def_end,label
Elliot Stabler,2021-10-03T00:58:02Z,2021-10-24T15:41:07Z,"Elliot Stabler Sr. is a fictional character, played by Christopher Meloni and one of the lead characters on the NBC police procedural series Law & Order: Special Victims Unit and Law & Order: Organized Crime.","Elliot Stabler Sr. is a fictional character, played by Christopher Meloni, who was a lead character on the NBC police procedural series Law & Order: Special Victims Unit and Law & Order: Organized Crime.",0
Javier Hernández,2021-10-04T04:15:55Z,2021-10-24T05:40:50Z,"Javier Hernández Balcázar, commonly known as Chicharito, is a Mexican professional footballer who plays as a striker for Major League Soccer club LA Galaxy and the Mexico national team.","Javier Hernández Balcázar (Spanish: (listen); born 1 June 1988) commonly known by his nickname, Chicharito (; Mexican Spanish: little pea), is a Mexican professional footballer who plays as a striker for Major League Soccer club LA Galaxy and the Mexico national team.",0
Yasin Abu Bakr,2021-10-22T01:54:16Z,2021-10-29T02:31:01Z,"Yasin Abu Bakr (born Lennox Philip c. 1941) was the leader of the Jamaat al Muslimeen, a Muslim group in Trinidad and Tobago.","Yasin Abu Bakr (born Lennox Philip; 19 October 1941 – 21 October 2021) was a Trinidad and Tobago religious leader who led the Jamaat al Muslimeen, a Muslim group in Trinidad and Tobago.",1
Kjersti Toppe,2021-10-14T14:37:21Z,2021-10-25T13:32:35Z,Kjersti Toppe (born 20 October 1967) is a Norwegian politician representing the Centre Party.,Kjersti Toppe (born 20 October 1967) is a Norwegian politician representing the Centre Party.,0
The Addams Family,2021-10-01T14:16:25Z,2021-10-31T23:03:55Z,The Addams Family is a satirical inversion of the ideal 20th-century American family: an odd wealthy aristocratic clan who delight in the macabre and are seemingly unaware or unconcerned that other people find them bizarre or frightening.,The Addams Family is a satirical inversion of the ideal 20th-century American family: an odd wealthy aristocratic clan who delight in the macabre and are seemingly unaware or unconcerned that other people find them bizarre or frightening.,0
Pyrylium salt,2021-10-08T10:24:41Z,2021-10-08T18:42:20Z,"Pyrylium is a cation (positive ion) with formula C5H5O+, consisting of a six-membered ring of five carbon atoms, each with one hydrogen atom, and one positively charged oxygen atom.","Pyrylium is a cation (positive ion) with formula C5H5O+, consisting of a six-membered ring of five carbon atoms, each with one hydrogen atom, and one positively charged oxygen atom.",0
Klaus Iohannis,2021-10-01T16:36:36Z,2021-10-30T15:00:26Z,Klaus Werner Iohannis (Romanian: ; German: ; also spelled Johannis; born 13 June 1959) is the president of Romania.,Klaus Werner Iohannis (Romanian: ; German: ; also spelled Johannis; born 13 June 1959) is the president of Romania.,0
Alan Anderson (basketball),2021-10-07T17:21:17Z,2021-10-24T06:58:32Z,"Alan Jeffery Anderson (born October 16, 1982) is an American former professional basketball player.","Alan Jeffery Anderson (born October 16, 1982) is an American former professional basketball player.",0
Anton Führer,2021-10-11T10:34:29Z,2021-10-20T12:09:48Z,Anton Führer was a German classicist who specialised in the language of Boeotia in Ancient Greece.,Anton Führer was a German classicist who specialised in the language of Boeotia in Ancient Greece.,0
Alfred Nobel,2021-10-08T18:00:52Z,2021-10-24T19:16:41Z,"Alfred Bernhard Nobel (/noʊˈbɛl/ noh-BEL, Swedish: (listen); 21 October 1833 – 10 December 1896) was a Swedish chemist, engineer, inventor, businessman, and philanthropist.","lfred Bernhard Nobel (/noʊˈbɛl/ noh-BEL, Swedish: (listen); 21 October 1833 – 10 December 1896) was a Swedish chemist, engineer, inventor, businessman, and philanthropist.",0
Joseph Leese,2021-10-20T16:09:31Z,2021-10-22T03:09:25Z,"Joseph Leese was a British judge, Liberal politician and first-class cricketer.","Joseph Leese was a British judge, Liberal politician and first-class cricketer.",0
Paolo Gentiloni,2021-10-19T10:58:03Z,2021-10-29T15:05:47Z,Paolo Gentiloni Silveri is an Italian politician who has served as European Commissioner for Economy in the Von der Leyen Commission since 1 December 2019.,Paolo Gentiloni Silveri is an Italian politician who has served as European Commissioner for Economy in the Von der Leyen Commission since 1 December 2019 and previously served as Prime Minister of Italy from December 2016 to June 2018.,1
Ziggy Alberts,2021-10-22T06:39:41Z,2021-11-01T05:47:10Z,Ziggy Alberts (born July 1994) is an Australian singer-songwriter. ,Ziggy Alberts (born July 1994) is an Australian singer-songwriter.,0
Colin R. McMillan,2021-10-31T19:18:34Z,2021-11-01T00:43:30Z,Colin Riley McMillan was a United States Assistant Secretary of Defense under President George H. W. Bush during the Gulf War.,Colin Riley McMillan was a United States Assistant Secretary of Defense under President George H. W. Bush during the Gulf War.,0
Perth Glory FC,2021-10-01T02:08:33Z,2021-10-28T07:57:34Z,"Founded in 1995, Perth Glory is one of three A-League clubs to survive from the now-defunct National Soccer League (NSL).","Founded in 1995, Perth Glory is one of three A-League clubs to survive from the now-defunct National Soccer League (NSL).",0
Brihadaranyaka Upanishad,2021-10-02T11:12:38Z,2021-10-03T05:07:19Z,"The Brihadaranyaka Upanishad is a treatise on Ātman (Self), includes passages on metaphysics, ethics and a yearning for knowledge that influenced various Indian religions.","The Brihadaranyaka Upanishad is a treatise on Ātman (Self), includes passages on metaphysics, ethics and a yearning for knowledge that influenced various Indian religions.",0
Dennis Prager,2021-10-01T20:42:42Z,2021-10-30T15:47:31Z,Dennis Mark Prager is an American conservative radio talk show host and writer.,Dennis Mark Prager is an American conservative radio talk show host and writer.,0
Rick Danko,2021-10-07T12:42:42Z,2021-10-18T03:29:48Z,"Richard Clare Danko (December 29, 1942 – December 10, 1999) was a Canadian musician, bassist, songwriter, and singer, best known as a founding member of the Band.","Richard Clare Danko (December 29, 1942 – December 10, 1999) was a Canadian musician, bassist, songwriter, and singer, best known as a founding member of the Band.",0
Muhammad Pervaiz Malik,2021-10-11T06:45:38Z,2021-10-30T17:35:44Z,Muhammad Pervaiz Malik (Urdu: محمد پرویز ملک; born 18 November 1947 to 11 October 2021) was a Pakistani politician who had been a member of the National Assembly of Pakistan since August 2018.,Muhammad Pervaiz Malik (Urdu: محمد پرویز ملک; 18 November 1947 – 11 October 2021) was a Pakistani politician who had been a member of the National Assembly of Pakistan since August 2018.,0
Nexstar Media Group,2021-10-08T03:05:39Z,2021-11-01T02:04:34Z,"Nexstar Media Group, Inc. is an American publicly traded media company with headquarter offices in Irving, Texas, New York City, and Chicago.","Nexstar Media Group, Inc. is an American publicly traded media company with headquarter offices in Irving, Texas, New York City, and Chicago.",0
Roh Tae-woo,2021-10-09T09:31:39Z,2021-11-01T22:52:48Z,Roh Tae-woo was a former South Korean politician and army general who served as President of South Korea from 1988 to 1993.,Roh Tae-woo was a South Korean politician and army general who served as the sixth president of South Korea from 1988 to 1993.,0
Habib Beye,2021-10-17T13:43:14Z,2021-10-20T16:06:57Z,Habib Frédéric Beye is a former professional footballer who played as a right-back and is currently the assistant manager of Championnat National club Red Star.,Habib Frédéric Beye is a former professional footballer who played as a right-back and is the manager of Championnat National club Red Star.,0
Timuel Black,2021-10-07T04:55:30Z,2021-10-29T22:22:23Z,"Ruby P Battle (1959-1968) Timuel D. Black Jr. (born December 7, 1918) is an American historian, educator, author, civil rights activist, and expert in African American history in Chicago.","Timuel Dixon Black Jr. (December 7, 1918 – October 13, 2021) was an American educator, civil rights activist, historian and author.",1
Islam,2021-10-01T21:14:18Z,2021-10-28T16:10:38Z,Islam is an Abrahamic monotheistic religion teaching that Muhammad is a messenger of God.,Islam is an Abrahamic monotheistic religion teaching that Muhammad is a messenger of God.,0
Surf's Up (film),2021-10-03T12:26:12Z,2021-10-03T12:28:13Z,Surf's Up is a 2007 American computer-animated mockumentary comedy film produced by Sony Pictures Animation.,Surf's Up is a 2007 American computer-animated mockumentary comedy film produced by Sony Pictures Animation.,0
Gigi Hadid,2021-10-14T04:34:32Z,2021-10-29T23:37:04Z,"Jelena Noura Hadid (born April 23, 1995) is an American model.","Jelena Noura Hadid (born April 23, 1995) is an American model.",0
Kyle Snyder (wrestler),2021-10-05T17:17:48Z,2021-10-12T02:44:12Z,"Kyle Frederick Snyder (born November 20, 1995) is an American freestyle wrestler and graduated folkstyle wrestler who competes at 97 kilograms.","Kyle Frederick Snyder (born November 20, 1995) is an American freestyle wrestler and graduated folkstyle wrestler who competes at 97 kilograms.",0
Carissa Yip,2021-10-14T16:30:56Z,2021-10-24T09:25:41Z,Carissa Shiwen Yip became the youngest American woman in history to qualify for the title of International Master in October 2019.,Carissa Shiwen Yip is an American chess player who became the youngest American woman in history to qualify for the title of International Master and won the 2021 U.S. Women's Chess Championship.,1
Mr. Magorium's Wonder Emporium,2021-10-09T16:53:28Z,2021-10-27T04:40:33Z,"Mr. Magorium's Wonder Emporium is a 2007 children's fantasy comedy film written and directed by Zach Helm, produced by FilmColony, Mandate Pictures, Walden Media, Richard N. Gladstein and James Garavente, and with music composed by Alexandre Desplat and Aaron Zigman.","Mr. Magorium's Wonder Emporium is a 2007 children's fantasy comedy film written and directed by Zach Helm, produced by FilmColony, Mandate Pictures, Walden Media, Richard N. Gladstein and James Garavente, and with music composed by Alexandre Desplat and Aaron Zigman.",0
Enrico Letta,2021-10-01T00:51:53Z,2021-10-19T21:45:55Z,"Enrico Letta is an Italian politician who served as Prime Minister of Italy from April 2013 to February 2014, leading a grand coalition of centre-left and centre-right parties.","Enrico Letta is an Italian politician who served as Prime Minister of Italy from April 2013 to February 2014, leading a grand coalition of centre-left and centre-right parties.",0
Sean Rad,2021-10-12T00:04:58Z,2021-11-01T20:35:18Z,Sean Rad is an Iranian-American technology entrepreneur and a co-founder of Tinder.,"Sean Rad (born May 22, 1986) is an American technology entrepreneur.",0
"Santa Fe, New Mexico",2021-10-05T21:07:10Z,2021-10-31T01:25:35Z,Santa Fe is the capital of the U. S. state of New Mexico and is recognized by UNESCO's Creative Cities Network.,Santa Fe is the capital of the U. S. state of New Mexico and is the oldest state capital in the United States.,0
Lee Radziwill,2021-10-04T12:20:42Z,2021-10-21T20:36:14Z,"Caroline Lee Radziwiłł was an American socialite, public-relations executive, and interior decorator.","Caroline Lee Bouvier, later known as Princess Lee Radziwill, was an American socialite, public-relations executive, and interior decorator.",1
Lucius Salvius Otho,2021-10-20T22:13:43Z,2021-10-21T14:53:28Z,Lucius Salvius Otho Titianus was the father of the Roman emperor Otho.,Lucius Salvius Otho Titianus was the father of the Roman emperor Otho.,0
Andrej Babiš,2021-10-03T17:20:37Z,2021-10-27T13:09:06Z,Andrej Babiš is a Czech politician and businessman serving as the Prime Minister of the Czech Republic since December 2017.,Andrej Babiš is a Czech politician and businessman serving as the Prime Minister of the Czech Republic since December 2017 and the founding leader of ANO 2011 (ANO) since 2012.,1
Billy Cox,2021-10-26T21:18:21Z,2021-10-26T21:18:35Z,"William Cox (born October 16, 1939) is an American bassist, best known for performing with Jimi Hendrix.","William Cox (born October 16, 1939) is an American bassist, best known for performing with Jimi Hendrix.",0
Amrullah Saleh,2021-10-02T01:26:20Z,2021-10-31T21:01:59Z,"Amrullah Saleh is an Afghan politician who has claimed presidential powers and duties, as acting president of Afghanistan since 17 August 2021.",Amrullah Saleh is an Afghan politician who has claimed the powers and duties of the Afghan presidency since 17 August 2021.,0
Islamic State,2021-10-01T13:11:58Z,2021-11-01T20:21:17Z,Islamic State is a militant group and former unrecognized quasi-state that follows a Salafi jihadist doctrine.,Islamic State is a militant Sunni Islamist group and former unrecognized quasi-state that follows a Salafi jihadist doctrine.,1
Asiaciti Trust,2021-10-03T22:44:50Z,2021-10-14T01:25:03Z,Asiaciti Trust is an international trust and corporate services company.,Asiaciti Trust is an international trust and corporate services company based in Singapore.,1
Dagnall,2021-10-30T10:12:03Z,2021-10-30T10:15:53Z,"Dagnall is a village in the parish of Edlesborough, in Buckinghamshire, England.","Dagnall is a village in the parish of Edlesborough, in Buckinghamshire, England.",0
Comau,2021-10-02T03:48:36Z,2021-10-29T15:31:50Z,"Comau (COnsorzio MAcchine Utensili) is an Italian multinational company based in Turin, Italy and is part of automaker Stellantis.","Comau (COnsorzio MAcchine Utensili) is an Italian multinational company based in Turin, Italy and is part of automaker Stellantis.",0
Demba Ba,2021-10-21T07:04:54Z,2021-10-23T20:06:15Z,Demba Ba is a former professional footballer who played as a striker.,Demba Ba is a former professional footballer who played as a striker.,0
Tony Radakin,2021-10-07T09:08:14Z,2021-10-31T16:16:59Z,"Admiral Sir Antony David Radakin, KCB, ADC (born 10 November 1965) is a senior Royal Navy officer.","Admiral Sir Antony David Radakin, KCB, ADC (born 10 November 1965) is a senior Royal Navy officer.",0
Hans Haselböck,2021-10-22T06:28:08Z,2021-10-26T20:02:07Z,Hans Haselböck (26 July 1928 – 20 October 2021) was an Austrian organist.,"Hans Haselböck (26 July 1928 – 20 October 2021) was an Austrian organist, composer, author and academic teacher.",1
Rash Behari Bose,2021-10-03T06:47:14Z,2021-10-26T03:25:23Z,Rash Behari Bose was an Indian revolutionary leader against the British Raj.,Rash Behari Bose was an Indian-Japanese revolutionary leader against the British Raj.,1
Magadha,2021-10-07T11:36:47Z,2021-10-31T09:56:58Z,Magadha was a region and one of the sixteen Mahajanapadas of the Second Urbanization in north India.,Magadha was a region and one of the sixteen Mahajanapadas of the Second Urbanization in what is now south Bihar.,1
Clara Campoamor,2021-10-03T15:26:33Z,2021-10-05T05:40:28Z,"Clara Campoamor Rodríguez was a feminist Spanish politician, lawyer and writer who was one of the main promoters for women' suffrage in Spain.","Clara Campoamor Rodríguez was a Spanish politician, lawyer and writer, considered by some the mother of the Spanish feminist movement.",0
The Hunting of the Snark,2021-10-31T10:27:27Z,2021-10-31T10:49:18Z,The Hunting of the Snark is a poem by Lewis Carroll typically categorised as a nonsense poem.,The Hunting of the Snark is a poem by Lewis Carroll typically categorized as a nonsense poem.,0
Serdar Dursun,2021-10-01T17:21:07Z,2021-10-31T10:29:39Z,Serdar Dursun is a Turkish professional footballer who plays as a forward for Fenerbahçe.,Serdar Dursun is a Turkish professional footballer who plays as a forward for Fenerbahçe.,0
Aleksandr Karelin,2021-10-06T04:03:31Z,2021-10-20T20:30:40Z,"Aleksandr Aleksandrovich Karelin (kah-RE-lin, Russian: Александр Александрович Карелин, IPA: ; born 19 September 1967) is a retired Greco-Roman wrestler for the Soviet Union and Russia.","Aleksandr Aleksandrovich Karelin (kah-RE-lin, Russian: Александр Александрович Карелин, IPA: ; born 19 September 1967) is a Russian politician and retired athlete.",0
Shinto,2021-10-01T03:49:55Z,2021-11-01T01:45:17Z,"Shinto (Japanese: 神道, romanized: Shintō) is a religion which originated in Japan.","Shinto is a religion which originated in Japan, classified as an East Asian religion by scholars of religion, and is polytheistic and revolves around the kami, supernatural entities believed to inhabit all things.",1
Raphaël Guerreiro,2021-10-02T16:50:09Z,2021-10-27T20:53:39Z,Guerreiro is a professional footballer who plays for Bundesliga club Borussia Dortmund and the Portugal national team.,Guerreiro is a French-Portuguese professional footballer who plays for Bundesliga club Borussia Dortmund and the Portugal national team.,0
Lucas Herbert (golfer),2021-10-31T16:36:31Z,2021-11-01T10:02:22Z,Lucas Herbert is an Australian professional golfer who plays on the European Tour and has won twice on the tour.,Lucas Herbert is an Australian professional golfer who plays on the European Tour and the PGA Tour and has won three tournaments.,1
Nishat Khan Daha,2021-10-23T18:34:35Z,2021-10-29T22:06:02Z,"Nishat Ahmad Khan Daha is a Pakistani politician, businessman and an agriculturist from District Khanewal of the Punjab.","Nishat Ahmad Khan Daha (15 January 1948 – 23 October 2021) was a Pakistani politician, businessman and an agriculturist from District Khanewal of the Punjab.",1
Freegate,2021-10-11T05:19:39Z,2021-10-11T09:35:13Z,"Freegate is a software application developed by Dynamic Internet Technology (DIT) that enables internet users from mainland China, South Korea , North Korea, Syria, Vietnam, Iran, United Arab Emirates, among others, to view websites blocked by their governments.","Freegate is a software application developed by Dynamic Internet Technology (DIT) that enables internet users from mainland China, South Korea , North Korea, Syria, Vietnam, Iran, United Arab Emirates, among others, to view websites blocked by their governments.",0
Luisa Morgantini,2021-10-17T09:21:03Z,2021-10-18T07:27:32Z,Luisa Morgantini (born 5 November 1940 in Villadossola) is an Italian former Member of the European Parliament.,Luisa Morgantini (born 5 November 1940 in Villadossola) is an Italian former Member of the European Parliament.,0
Moussa Sissako,2021-10-02T09:02:36Z,2021-10-20T04:54:04Z,Sissako is a French professional footballer who plays as a defender for Belgian First Division A club Standard Liège.,Sissako is a professional footballer who plays as a defender for Belgian First Division A club Standard Liège.,0
Embraer EMB 314 Super Tucano,2021-10-05T14:39:25Z,2021-10-27T10:11:41Z,The Embraer EMB 314 Super Tucano is a Brazilian turboprop light attack aircraft designed and built by Embraer as a development of the Embraer EMB 312 Tucano.,The Embraer EMB 314 Super Tucano (English: Super Toucan; pronunciation) is a Brazilian turboprop light attack aircraft designed and built by Embraer as a development of the Embraer EMB 312 Tucano.,0
Romanian language,2021-10-09T06:25:09Z,2021-11-01T20:56:26Z,"Romanian is a Balkan Romance language spoken by approximately 24–26 million people as a native language, primarily in Romania and Moldova, and by another 4 million people as a second language.","Romanian (obsolete spellings: Rumanian or Roumanian; autonym: limba română (listen), or românește, lit. 'in Romanian') is a Balkan Romance language spoken by approximately 22–26 million people as a native language, primarily in Romania and Moldova, and by another 4 million people as a second language.",0
Miss Universe,2021-10-01T20:17:46Z,2021-10-28T02:21:02Z,Miss Universe is an annual international beauty pageant that is run by the United States–based Miss Universe Organization.,Miss Universe is an annual international beauty pageant that is run by the United States–based Miss Universe Organization.,0
James Brokenshire,2021-10-07T04:14:48Z,2021-10-30T09:21:08Z,Brokenshire is a British politician who has been the Member of Parliament for Old Bexley and Sidcup since the 2010 general election.,"Brokenshire was Member of Parliament (MP) for Hornchurch from 2005 to 2010, and for Old Bexley and Sidcup from 2010 until his death.",1
Iran Darroudi,2021-10-29T08:20:27Z,2021-10-31T06:43:38Z,Iran Darroudi is a contemporary Iranian artist whose art consists of surreal paintings dealing with Iranian themed imagery and strong lighting.,Iran Darroudi was an Iranian contemporary artist whose art consists of surreal paintings dealing with Iranian themed imagery and strong lighting.,1
San Lorenzo de Almagro,2021-10-03T00:25:30Z,2021-11-01T20:04:39Z,"San Lorenzo de Almagro is an Argentine sports club that is considered one of the ""big five"" (""Los 5 Grandes"") of Argentine football by Argentine press, along with Independiente, River Plate, Boca Juniors, and Racing Club.","Club Atlético San Lorenzo de Almagro, commonly known as San Lorenzo de Almagro or simply San Lorenzo (in English: Saint Lawrence), is an Argentine sports club in the Boedo district of Buenos Aires.",0
Philip Türje,2021-10-13T14:22:11Z,2021-10-14T22:14:11Z,"Philip from the kindred Türje (Hungarian: Türje nembeli Fülöp), also known as, albeit incorrectly, Philip of Szentgrót (Hungarian: Szentgróti Fülöp; died 18 December 1272) was a Hungarian prelate in the 13th century, who served as Bishop of Zagreb from 1247 or 1248 to 1262, and as Archbishop of Esztergom from 1262 until his death.","Philip from the kindred Türje (Hungarian: Türje nembeli Fülöp), also known as, albeit incorrectly, Philip of Szentgrót (Hungarian: Szentgróti Fülöp; died 18 December 1272) was a Hungarian prelate in the 13th century, who served as Bishop of Zagreb from 1247 or 1248 to 1262, and as Archbishop of Esztergom from 1262 until his death.",0
Madame Nguyen Van Thieu,2021-10-18T12:50:52Z,2021-10-31T00:05:34Z,"Madame Nguyễn Văn Thiệu (birth name Nguyễn Thị Mai Anh, 1931-2021) served as First Lady of South Vietnam from 1967–75.","Madame Nguyễn Văn Thiệu (birth name Nguyễn Thị Mai Anh, 1931 – 15 October 2021) served as First Lady of South Vietnam from 1967–75.",1
Salomon Kalou,2021-10-15T15:35:16Z,2021-10-21T12:11:17Z,Salomon Armand Magloire Kalou (born 5 August 1985) is an Ivorian footballer who plays as a striker and winger.,Salomon Armand Magloire Kalou (born 5 August 1985) is an Ivorian footballer who plays as a striker and winger.,0
Abolhassan Banisadr,2021-10-01T06:12:34Z,2021-10-31T08:00:17Z,Sayyid Abolhassan Banisadr (pronunciation (help·info); Persian: سید ابوالحسن بنی‌صدر; born 22 March 1933) is an Iranian politician.,Seyyed Abolhassan Banisadr (Persian: سید ابوالحسن بنی‌صدر; 22 March 1933 – 9 October 2021) was an Iranian politician and writer.,1
John the Baptist,2021-10-04T00:08:09Z,2021-10-29T06:22:49Z,John the Baptist was an itinerant preacher active in the area of the Jordan River in the early 1st century AD.,John the Baptist was an itinerant preacher active in the area of the Jordan River in the early 1st century AD.,0
Frederik Hoppe (landowner),2021-10-10T18:26:15Z,2021-10-18T08:00:08Z,"Frederik Hoppe was a Danish landowner, chamberlain and Member of the Royal Hunt (Hofkægermester).","Frederik Hoppe was a Danish landowner, chamberlain and Member of the Royal Hunt (Hofkægermester).",0
Taiwan,2021-10-01T13:25:53Z,2021-11-01T18:47:06Z,"Taiwan, officially the Republic of China (ROC), is a country in East Asia.","Taiwan is a country in East Asia with an area of 35,808 square kilometres (13,826 sq mi), mountain ranges dominating the eastern two-thirds and plains in the western third, and its capital is Taipei.",1
Michel Étiévent,2021-10-14T08:46:07Z,2021-10-16T00:02:30Z,"Michel Étiévent (born 10 July 1947) is a French journalist, historian and writer.","Michel Étiévent (10 July 1947 – 12 October 2021) was a French journalist, historian and writer.",1
Candyman (2021 film),2021-10-01T22:34:54Z,2021-11-01T22:21:01Z,"Candyman is a 2021 supernatural slasher film directed by Nia DaCosta and written by Jordan Peele, Win Rosenfeld, and DaCosta.","Candyman is a 2021 supernatural slasher film directed by Nia DaCosta and written by Jordan Peele, Win Rosenfeld, and DaCosta.",0
Tyler Adams,2021-10-02T21:02:21Z,2021-10-19T21:37:17Z,Tyler Shaan Adams is an American professional soccer player who plays for Bundesliga club RB Leipzig and the United States national team.,Tyler Shaan Adams is an American professional Association football player who plays for Bundesliga club RB Leipzig and the United States national team.,0
Thiago Silva,2021-10-02T06:57:53Z,2021-10-30T22:55:25Z,Thiago Silva is a Brazilian professional footballer who plays as a centre back for Premier League club Chelsea and is the captain of the Brazil national team.,Thiago Silva is a Brazilian professional footballer who plays as a centre back for Premier League club Chelsea and captains the Brazil national team.,0
Ida Veldhuyzen van Zanten,2021-10-22T20:25:10Z,2021-10-28T10:45:19Z,"Ida Laura Veldhuyzen van Zanten was a member of the Dutch resistance during the Second World War and a pilot in the British Air Transport Auxiliary, being the only woman to receive the Vliegerkruis, the Airman's Cross.","Ida Laura Veldhuyzen van Zanten was a member of the Dutch resistance during the Second World War and a pilot in the British Air Transport Auxiliary, and she was the only woman to receive the Vliegerkruis, the Airman's Cross.",0
"Visalia, California",2021-10-03T01:58:04Z,2021-10-27T23:51:06Z,Visalia is a city in the agricultural San Joaquin Valley of California.,Visalia is a city in the agricultural San Joaquin Valley of California.,0
DJ Yung Vamp,2021-10-20T17:04:06Z,2021-10-31T01:50:24Z,"Gregory Renard (born 30 June 1995), known professionally as DJ Yung Vamp or simply Vamp, is a Belgian DJ and record producer, who also uses the alias Jeune Vamp as a rapper.","Gregory Renard (born 30 June 1995), known professionally as DJ Yung Vamp or simply Vamp, is a Belgian DJ and record producer, who also uses the alias Jeune Vamp as a rapper.",0
Taboola,2021-10-02T08:44:16Z,2021-10-28T11:43:28Z,Taboola is a public advertising company headquartered in New York City mostly known for their online thumbnail grid ads.,"Taboola is a public advertising company founded in 2007 which provides advertisements such as ""Around the Web"" and ""Recommended For You"" boxes at the bottom of many online news articles.",0
Respect,2021-10-08T19:34:53Z,2021-10-08T19:34:58Z,"Respect is a feeling of deep admiration for someone or something elicited by their abilities, qualities and achievements.","Respect, also called esteem, is a positive feeling or action shown towards someone or something considered important or held in high esteem or regard.",0
Saslong,2021-10-22T13:29:11Z,2021-10-25T21:34:32Z,"Saslong is a World Cup ski piste at Langkofel, Dolomites in Val Gardena/Gröden, Italy, opened in 1969.","Saslong is an annual ski event in Italy part of the Saslong Classic competition, which opened in 1969 and hosted the FIS Alpine World Ski Championships in 1970.",1
Susanne Hennig-Wellsow,2021-10-03T01:07:55Z,2021-10-14T22:24:26Z,Susanne Hennig-Wellsow is a German politician who has been federal co-chairwoman of The Left since 2021.,Susanne Hennig-Wellsow is a German politician who has been federal co-chairwoman of The Left since 2021.,0
Charles Dubin,2021-10-01T08:16:34Z,2021-10-04T19:55:15Z,Charles Leonard Dubin was a Canadian lawyer and former Chief Justice of Ontario best known for leading the Dubin Inquiry into the use of steroids by athletes.,Charles Leonard Dubin was a Canadian lawyer and former Chief Justice of Ontario who led the Dubin inquiry into the use of steroids by athletes.,0
John Magee (bishop),2021-10-02T14:09:29Z,2021-10-14T19:38:54Z,Magee is the only person to have been private secretary to three popes.,Magee is the only person to have been private secretary to three popes.,0
New Force (Italy),2021-10-11T00:37:13Z,2021-11-01T16:12:51Z,"New Force (Italian: Forza Nuova, FN) is an Italian far-right political party.","New Force (Italian: Forza Nuova, FN) is an Italian far-right political party.",0
Mohamed Salah,2021-10-01T15:22:47Z,2021-11-01T10:31:37Z,Mohamed Salah is an Egyptian professional footballer who plays as a forward for Premier League club Liverpool and captains the Egypt national team.,Salah is an Egyptian professional footballer who plays as a forward for Premier League club Liverpool and captains the Egypt national team.,0
Star Trek,2021-10-01T01:25:34Z,2021-10-31T18:06:50Z,"Star Trek is an American science fiction media franchise originating from the 1960s television series Star Trek, created by Gene Roddenberry, which follows the voyages of the starship USS Enterprise on a mission ""to explore strange new worlds, to seek out new life and new civilizations, to boldly go where no man has gone before"".","Star Trek is an American science fiction media franchise created by Gene Roddenberry, which began with the eponymous 1960s series and quickly became a worldwide pop-culture phenomenon.",0
Basic Law for the Federal Republic of Germany,2021-10-04T12:51:51Z,2021-10-13T15:48:42Z,The Basic Law for the Federal Republic of Germany is the constitution of the Federal Republic of Germany.,The Basic Law for the Federal Republic of Germany is the constitution of the Federal Republic of Germany.,0
Ottoman Empire,2021-10-07T10:24:16Z,2021-11-01T16:31:59Z,"The Ottoman Empire was a state that controlled much of Southeastern Europe, Western Asia, and Northern Africa between the 14th and early 20th centuries.","The Ottoman Empire was a state that controlled much of Southeastern Europe, Western Asia, and Northern Africa between the 14th and early 20th centuries.",0
Atlanta,2021-10-01T05:16:42Z,2021-10-30T00:35:03Z,Atlanta is the capital and most populous city of the U. S. state of Georgia.,Atlanta is the capital and most populous city of the U. S. state of Georgia.,0
Ates Gürpinar,2021-10-30T16:17:56Z,2021-10-30T23:28:41Z,Ates Gürpinar is a German politician from Die Linke who was elected to the Bundestag in the 2021 German federal election.,Ates Gürpinar is a German politician from Die Linke who was elected to the Bundestag in the 2021 German federal election.,0
Lora Reinbold,2021-10-08T02:28:31Z,2021-10-14T22:29:57Z,"Lora H. Reinbold (born 1964 in Fairbanks, Alaska) is an American politician who is a member of the Alaska Senate.","Lora H. Reinbold (born 1964 in Fairbanks, Alaska) is an American politician who is a member of the Alaska Senate.",0
Monster Hunter,2021-10-08T16:48:46Z,2021-10-19T21:54:47Z,"Monster Hunter (モンスターハンター, Monsutā Hantā) is a Japanese media franchise centered around a series of fantasy-themed action role-playing video games that started with the game Monster Hunter for PlayStation 2, released in 2004.","Monster Hunter (モンスターハンター, Monsutā Hantā) is a Japanese media franchise centered around a series of fantasy-themed action role-playing video games that started with the game Monster Hunter for PlayStation 2, released in 2004.",0
Ahmed Adeeb,2021-10-29T19:03:33Z,2021-10-29T19:04:45Z,Ahmed Adeeb is a Maldivian politician who briefly served as Vice President of Maldives in 2015.,Ahmed Adeeb is a Maldivian politician who briefly served as Vice President of Maldives in 2015.,0
Algeria,2021-10-02T16:41:55Z,2021-10-30T16:05:28Z,"Algeria is a country in the Maghreb region of North Africa, with a population of 44 million and covering an area of 2,381,741 square kilometres (919,595 sq mi).","Algeria is a country in the Maghreb region of North Africa, covering an area of 2,381,741 square kilometres (919,595 sq mi) with a population of 44 million.",0
Resident Evil,2021-10-04T09:53:19Z,2021-10-29T02:06:15Z,"Resident Evil, known in Japan as Biohazard, is a Japanese horror video game series and media franchise created by Capcom.","Resident Evil, known in Japan as Biohazard, is a Japanese horror video game series and media franchise created by Capcom consisting of survival horror, third-person shooter, and first-person shooter games.",1
