title,timestamp_first,timestamp_end,def_first,def_last,label
Cueva de las Manos,2021-11-01T04:14:07Z,2021-12-01T21:48:10Z," Cueva de las Manos (Spanish for Cave of the Hands or Cave of Hands) is a cave and complex of rock art sites in the province of Santa Cruz, Argentina, 163 km (101 mi) south of the town of Perito Moreno."," Cueva de las Manos (Spanish for Cave of the Hands or Cave of Hands) is a cave and complex of rock art sites in the province of Santa Cruz, Argentina, 163 km (101 mi) south of the town of Perito Moreno.",0
Google Chrome,2021-11-18T15:18:13Z,2021-11-22T23:03:33Z,Google Chrome is a cross-platform web browser developed by Google. ,Google Chrome is a cross-platform web browser developed by Google.,0
G. Arthur Martin,2021-11-14T22:04:55Z,2021-11-15T01:58:25Z,Goldwyn Arthur Martin CC QC (17 May 1913 – 26 February 2001) was a justice of the Court of Appeal for Ontario and one of the most prominent experts in criminal law in Canada.,Goldwin Arthur Martin CC QC (17 May 1913 – 26 February 2001) was a Canadian lawyer and judge who was known as an expert on criminal law.,0
E. Nesbit,2021-11-17T21:16:02Z,2021-12-01T00:24:19Z," Edith Nesbit (married name Edith Bland; 15 August 1858 – 4 May 1924) was an English author and poet, who published her books for children as E. Nesbit."," Edith Nesbit (married name Edith Bland; 15 August 1858 – 4 May 1924) was an English author and poet, who published her books for children as E. Nesbit.",0
Gerum Cloak,2021-11-17T06:37:07Z,2021-11-17T19:43:20Z," The Gerum Cloak is a nearly intact brown woolen cloak dating from 360-100 BC that was found in a peat bog on Gerumsberget plateau, Västergötland, Sweden in 1920."," The Gerum Cloak is a nearly intact brown woolen cloak dating from 360-100 BC that was found in a peat bog on Gerumsberget plateau, Västergötland, Sweden in 1920.",0
Pukguksong-3,2021-11-03T13:15:06Z,2021-11-06T00:04:16Z," The Pukguksong-3 (Korean: 북극성-3; Hanja: 北極星-3), also known as KN-26, is a North Korean two-stage, submarine-launched ballistic missile, likely based on the same motor that powers the Pukkuksong-2."," The Pukguksong-3 (Korean: 북극성-3; Hanja: 北極星-3), also known as KN-26, is a North Korean two-stage, submarine-launched ballistic missile, likely based on the same motor that powers the Pukkuksong-2.",0
Special Forces Command (Turkey),2021-11-10T20:03:22Z,2021-11-29T15:10:58Z," The Special Forces Command (Turkish: Özel Kuvvetler Komutanlığı — OKK) was established in 1992 at the brigade level, directly under the General Staff."," The Special Forces Command (Turkish: Özel Kuvvetler Komutanlığı — OKK) was established in 1992 at the brigade level, directly under the Turkish General Staff.",0
Unicode,2021-11-01T08:19:58Z,2021-11-22T20:38:15Z," Unicode, formally the Unicode Standard, is an information technology standard for the consistent encoding, representation, and handling of text expressed in most of the world's writing systems."," Unicode, formally the Unicode Standard, is an information technology standard for the consistent encoding, representation, and handling of text expressed in most of the world's writing systems.",0
Ken Jennings,2021-11-05T01:08:46Z,2021-11-29T02:40:41Z," Kenneth Wayne Jennings III (born May 23, 1974) is an American game show contestant and host, author, and television presenter."," Kenneth Wayne Jennings III (born May 23, 1974) is an American game show contestant and host, author, and television presenter.",0
Homo heidelbergensis,2021-11-10T18:11:42Z,2021-11-14T09:16:55Z,Homo heidelbergensis (also H. sapiens heidelbergensis) is an extinct species or subspecies of archaic human which existed during the Middle Pleistocene.,Homo heidelbergensis (also H. sapiens heidelbergensis) is an extinct species or subspecies of archaic human which existed during the Middle Pleistocene.,0
Tatsuya Tanigawa,2021-11-07T09:09:54Z,2021-11-12T18:16:10Z," Tatsuya Tanigawa (谷川 達也（ - Tanigawa Tatsuya; born septenber 2, 1971) is a Japanese professional racing driver."," Tatsuya Tanigawa (谷川 達也（ - Tanigawa Tatsuya; born septenber 2, 1971) is a Japanese professional racing driver.",0
Tom Alexander,2021-11-08T16:33:33Z,2021-11-20T03:06:26Z," Thomas Christopher Peter Alexander (born November 20, 1963 in Takoma Park, MD) is an American writer, broadcaster, composer, and voice actor."," Thomas Christopher Peter Alexander (born November 20, 1963 in Takoma Park, MD) is an American writer, broadcaster, composer, and voice actor.",0
Ienissei Ramic,2021-11-14T17:49:16Z,2021-11-27T17:55:50Z," Ienissei Ramic, born 27 June 1990 is a French concert pianist."," Ienissei Ramic, born 27 June 1990 is a French concert pianist.",0
Latin script,2021-11-07T00:55:47Z,2021-11-28T03:49:27Z," Official script in: Co-official script in: Latin script, also known as Roman script, is an alphabetic writing system based on the letters of the classical Latin alphabet, derived from a form of the Cumaean Greek version of the Greek alphabet used by the Etruscans."," Official script in: Co-official script in: Latin script, also known as Roman script, is an alphabetic writing system based on the letters of the classical Latin alphabet, derived from a form of the Cumaean Greek version of the Greek alphabet used by the Etruscans.",0
Denise Holstein,2021-11-08T22:59:04Z,2021-11-26T11:44:46Z," Denise Holstein, (6 February 1927 in Rouen) is an Auschwitz concentration camp survivor, who was liberated on 15 Apr 1945."," Denise Holstein (6 February 1927 in Rouen) is an Auschwitz concentration camp survivor and Holocaust witness, who was liberated on 15 April 1945.",1
Rick Ware Racing,2021-11-01T11:20:33Z,2021-11-23T03:27:15Z,"Rick Ware Racing (RWR) is an American motorsports team which currently competes in the NASCAR Cup Series, NASCAR Xfinity Series, WeatherTech SportsCar Championship, and NTT IndyCar Series.","Rick Ware Racing (RWR) is an American motorsports team which currently competes in the NASCAR Cup Series, NASCAR Xfinity Series, WeatherTech SportsCar Championship, and NTT IndyCar Series.",0
Aiseki Shokudō,2021-11-01T02:21:06Z,2021-11-13T21:26:35Z," 'Aiseki Shokudō' (相席食堂) is a Japanese variety show that has been broadcast regularly on the Asahi TV network since April 8, 2018."," Aiseki Shokudō (相席食堂) is a Japanese variety show that has been broadcast regularly on the Asahi TV network since April 8, 2018.",0
Creditors (play),2021-11-24T20:23:10Z,2021-11-24T20:34:41Z,Creditors (Swedish: Fordringsägare) is a naturalistic tragicomedy by the Swedish playwright August Strindberg.,Creditors (Swedish: Fordringsägare) is a naturalistic tragicomedy by the Swedish playwright August Strindberg.,0
The Resistible Rise of Arturo Ui,2021-11-30T00:41:19Z,2021-11-30T02:41:21Z," The Resistible Rise of Arturo Ui (German: Der aufhaltsame Aufstieg des Arturo Ui), subtitled ""A parable play"", is a 1941 play by the German playwright Bertolt Brecht."," The Resistible Rise of Arturo Ui (German: Der aufhaltsame Aufstieg des Arturo Ui), subtitled ""A parable play"", is a 1941 play by the German playwright Bertolt Brecht.",0
New Year's Eve,2021-11-08T17:10:03Z,2021-12-01T21:17:45Z," In the Gregorian calendar, New Year's Eve (also known as Old Year's Day or Saint Sylvester's Day in many countries), the last day of the year, is on 31 December."," In the Gregorian calendar, New Year's Eve (also known as Old Year's Day or Saint Sylvester's Day in many countries), the last day of the year, is on 31 December.",0
Yeferson Soteldo,2021-11-05T07:32:44Z,2021-11-21T21:44:13Z,Yeferson Julio Soteldo Martínez (pronounced ); born 30 June 1997) is a Venezuelan professional footballer who plays for MLS club Toronto FC and the Venezuela national team.,Yeferson Julio Soteldo Martínez (pronounced ); born 30 June 1997) is a Venezuelan professional footballer who plays for MLS club Toronto FC and the Venezuela national team.,0
Rosa 'Canterbury',2021-11-22T16:13:47Z,2021-11-23T16:27:54Z," Rosa 'Canterbury' (aka AUSbury) is a medium pink shrub rose cultivar, bred by British rose breeder David C. H. Austin, and introduced into the UK by David Austin Roses Limited (UK) in 1969."," Rosa 'Canterbury' (aka AUSbury) is a medium pink shrub rose cultivar, bred by British rose breeder David C. H. Austin, and introduced into the UK by David Austin Roses Limited (UK) in 1969.",0
Sabinian (proconsul),2021-11-23T05:38:55Z,2021-11-23T05:44:05Z,Marcus Asinius Sabinianus was proconsul of the Roman province of Africa.,Marcus Asinius Sabinianus or Sabinian was proconsul of the Roman province of Africa.,0
X International Chopin Piano Competition,2021-11-13T01:50:38Z,2021-11-24T00:28:45Z,The X International Chopin Piano Competition (Polish: X Międzynarodowy Konkurs Pianistyczny im. Fryderyka Chopina) was held from 1 to 20 October 1980 in Warsaw.,The X International Chopin Piano Competition (Polish: X Międzynarodowy Konkurs Pianistyczny im. Fryderyka Chopina) was held from 1 to 20 October 1980 in Warsaw.,0
12 Angry Men (1957 film),2021-11-07T21:09:21Z,2021-12-01T10:53:56Z," 12 Angry Men is a 1957 American courtroom drama film directed by Sidney Lumet, adapted from a 1954 teleplay of the same name by Reginald Rose."," 12 Angry Men is a 1957 American courtroom drama film directed by Sidney Lumet, adapted from a 1954 teleplay of the same name by Reginald Rose.",0
Proteodes clarkei,2021-11-09T19:40:32Z,2021-11-10T01:16:39Z,Proteodes clarkei is a species of moth in the family Depressariidae.,Proteodes clarkei is a species of moth in the family Depressariidae.,0
Milan Kundera,2021-11-14T12:52:47Z,2021-11-24T21:10:33Z," Milan Kundera (UK: /ˈkʊndərə, ˈkʌn-/, Czech: (listen); born 1 April 1929) is a Czech writer who went into exile in France in 1975, becoming a naturalised French citizen in 1981."," Milan Kundera (UK: /ˈkʊndərə, ˈkʌn-/, Czech: (listen); born 1 April 1929) is a Czech writer who went into exile in France in 1975, becoming a naturalised French citizen in 1981.",0
Modest Dulić,2021-11-13T08:10:11Z,2021-12-01T20:27:01Z,Modest Dulić (Serbian Cyrillic: Модест Дулић; born 1 October 1973) is a politician and sports administrator in Serbia.,Modest Dulić (Serbian Cyrillic: Модест Дулић; born 1 October 1973) is a politician and sports administrator in Serbia.,0
Eyal Berkovic,2021-11-03T23:32:24Z,2021-12-01T07:09:49Z," Eyal Berkovic (or Berkovich, Hebrew: אייל ברקוביץ'; born 2 April 1972) is an Israeli former footballer who played as an attacking midfielder."," Eyal Berkovic (or Berkovich, Hebrew: אייל ברקוביץ'; born 2 April 1972) is an Israeli former footballer who played as an attacking midfielder.",0
Hasan Fehmi Güneş,2021-11-23T17:14:32Z,2021-11-26T08:54:15Z,Hasan Fehmi Güneş (1934–2021) was a Turkish jurist and politician who served as the interior minister in 1979.,Hasan Fehmi Güneş (1934 – 23 November 2021) was a Turkish jurist and politician who served as the interior minister in 1979.,1
Brycheiniog,2021-11-16T11:51:19Z,2021-11-23T14:20:13Z,Brycheiniog was an independent kingdom in South Wales in the Early Middle Ages.,Brycheiniog was an independent kingdom in South Wales in the Early Middle Ages.,0
Stephen Rochefontaine,2021-11-22T00:59:51Z,2021-11-22T03:28:45Z," Stephen Rochefontaine (February 20, 1755 – January 30, 1814) was an American military engineer who served as such in the Continental Army, during the American Revolutionary War, and later as the Chief of Engineers of the United States Army Corps of Engineers."," Stephen Rochefontaine (born Étienne Nicolas Marie Béchet, Sieur de Rochefontaine; February 20, 1755 – January 30, 1814) was a French-born American military engineer who served as the Commandant of the Corps of Artillerists and Engineers from 1795 to 1798.",0
1981 Egyptian Open,2021-11-03T11:34:01Z,2021-11-03T14:49:05Z,The 1981 Egyptian Open was a men's tennis tournament played on outdoor clay courts that was part of the 1981 Volvo Grand Prix circuit.,The 1981 Egyptian Open was a men's tennis tournament played on outdoor clay courts that was part of the 1981 Volvo Grand Prix circuit.,0
An Enemy of the People,2021-11-03T23:00:28Z,2021-11-27T19:49:14Z,"An Enemy of the People (original Norwegian title: En folkefiende), an 1882 play by Norwegian playwright Henrik Ibsen, followed his previous play, Ghosts, which criticized the hypocrisy of his society's moral code.","An Enemy of the People (original Norwegian title: En folkefiende), an 1882 play by Norwegian playwright Henrik Ibsen, followed his previous play, Ghosts, which criticized the hypocrisy of his society's moral code",0
Guest house,2021-11-17T13:45:01Z,2021-11-17T14:29:12Z,A guest house (also guesthouse) is a kind of lodging.,A guest house (also guesthouse) is a kind of lodging.,0
Luigi Chatrian,2021-11-02T11:12:00Z,2021-11-29T08:51:40Z," Luigi Chatrian (Aosta, 7 November 1891 – 22 September 1967) was an Italian general during World War II."," Luigi Chatrian (Aosta, 7 November 1891 – 22 September 1967) was an Italian general during World War II.",0
Mukeshpuri,2021-11-21T23:11:38Z,2021-11-22T01:29:23Z," Mushkpuri is a 2,800-metre-high (9,200 ft) mountain in the Nathia Gali Hills, in the Abbottabad District of the Khyber Pakhtunkhwa province in northern Pakistan."," Mukeshpuri is a 2,800-metre-high (9,200 ft) mountain in the Nathia Gali Hills, in the Abbottabad District of the Khyber Pakhtunkhwa province in northern Pakistan.",0
Hradec Králové,2021-11-08T10:28:59Z,2021-11-30T02:13:03Z,Hradec Králové (Czech pronunciation: (listen); German: Königgrätz) is a city of the Czech Republic.,Hradec Králové (Czech pronunciation: (listen); German: Königgrätz) is a city of the Czech Republic.,0
Denise Stefanie,2021-11-14T06:09:16Z,2021-11-24T08:31:02Z," Denise Stefanie Gonzalez (born June 19, 1988), known professionally as Denise Stefanie, is a Mexican-Ameican singer-songwriter, model and actress."," Denise Stefanie Gonzalez (born June 19, 1988), known professionally as Denise Stefanie, is a Mexican singer-songwriter, model and actress.",0
Manna,2021-11-02T04:02:34Z,2021-11-24T08:59:50Z," Manna (Hebrew: מָן mān, Greek: μάννα; Arabic: اَلْمَنُّ; sometimes or archaically spelled mana) is, according to the Bible, an edible substance which God provided for the Israelites during their travels in the desert during the 40-year period following the Exodus and prior to the conquest of Canaan."," Manna (Hebrew: מָן mān, Greek: μάννα; Arabic: اَلْمَنُّ; sometimes or archaically spelled mana) is, according to the Bible, an edible substance which God provided for the Israelites during their travels in the desert during the 40-year period following the Exodus and prior to the conquest of Canaan.",0
Ettore Antonio Licheri,2021-11-13T08:40:30Z,2021-11-14T10:33:17Z," Ettore Antonio Licheri (born 11 October 1963) is an Italian politician, currently serving as the leader of the Five Star Movement in the Senate."," Ettore Antonio Licheri (born 11 October 1963) is an Italian politician, currently serving as the leader of the Five Star Movement in the Senate.",0
Common sandpiper,2021-11-19T06:17:20Z,2021-12-01T14:44:50Z," Tringa hypoleucos Linnaeus, 1758 The common sandpiper (Actitis hypoleucos) is a small Palearctic wader."," Tringa hypoleucos Linnaeus, 1758 The common sandpiper (Actitis hypoleucos) is a small Palearctic wader.",0
Fernando Verdasco,2021-11-05T12:57:09Z,2021-11-22T22:26:44Z,Fernando Verdasco Carmona (Spanish pronunciation: ; born 15 November 1983) is a Spanish professional tennis player.,Fernando Verdasco Carmona (Spanish pronunciation: ; born 15 November 1983) is a Spanish professional tennis player.,0
Dhanusha District,2021-11-21T18:20:24Z,2021-11-21T18:20:54Z," Dhanusha District, (Nepali: धनुषा जिल्ला; (listen)), a part of Province No. 2, is one of the seventy-seven districts of Nepal."," Dhanusha District, (Nepali: धनुषा जिल्ला; (listen)), a part of Province No. 2, is one of the seventy-seven districts of Nepal.",0
José Antonio Kast,2021-11-11T09:02:59Z,2021-12-01T19:13:29Z," José Antonio Kast Rist (Spanish pronunciation: ; born 18 January 1966), also known by his initials JAK, is a Chilean lawyer and politician who served as a member of the Chamber of Deputies, representing District 24 of Peñalolén and La Reina."," José Antonio Kast Rist (born 18 January 1966), also known by his initials JAK, is a Chilean lawyer and politician who is currently running for President of Chile in the 2021 Chilean general election.",0
Ivo of Chartres,2021-11-13T18:57:36Z,2021-11-16T11:27:00Z," Ivo of Chartres (also Ives, Yves, or Yvo; Latin: Ivo Carnutensis; c. 1040 – 23 December 1115), also known as Saint Ivo in the Roman Catholic Church, was the Bishop of Chartres, France from 1090 until his death, and an important canonist during the Investiture Crisis."," Ivo of Chartres (also Ives, Yves, or Yvo; Latin: Ivo Carnutensis; c. 1040 – 23 December 1115), also known as Saint Ivo in the Roman Catholic Church, was the Bishop of Chartres, France from 1090 until his death, and an important canonist during the Investiture Crisis.",0
Simon Kofe,2021-11-12T09:42:22Z,2021-12-01T07:10:04Z,Simon Kofe is a Tuvaluan politician.,Simon Kofe is a Tuvaluan politician.,0
Marie-Claire Blais,2021-11-10T10:36:40Z,2021-12-01T19:22:36Z," Marie-Claire Blais, CC OQ MSRC (born 5 October 1939) is a French Canadian writer, novelist, poet, and playwright from the province of Quebec."," Marie-Claire Blais, CC OQ MSRC (5 October 1939 – 30 November 2021) was a French Canadian writer, novelist, poet, and playwright from the province of Quebec.",1
"Mount Macedon, Victoria",2021-11-20T23:19:21Z,2021-11-22T13:40:35Z,Mount Macedon /maʊnt ˈmæsədən/ is a small town 64 kilometres (40 mi) north-west of Melbourne in the Australian state of Victoria.,Mount Macedon /maʊnt ˈmæsədən/ is a small town 64 kilometres (40 mi) north-west of Melbourne in the Australian state of Victoria.,0
Eddie Jordan,2021-11-01T19:01:45Z,2021-11-03T05:02:57Z," Edmund Patrick Jordan, OBE (born 30 March 1948), also known as EJ, is an Irish businessman, television personality and former motorsport team owner."," Edmund Patrick Jordan, OBE (born 30 March 1948), also known as EJ, is an Irish businessman, television personality and former motorsport team owner.",0
Triangle of U,2021-11-09T12:51:28Z,2021-11-27T13:35:01Z,The triangle of U (/uː/ OO) is a theory about the evolution and relationships among members of the plant genus Brassica.,The triangle of U (/uː/ OO) is a theory about the evolution and relationships among members of the plant genus Brassica.,0
My Child Lebensborn,2021-11-10T15:21:40Z,2021-11-26T07:49:14Z,"My Child Lebensborn is a social simulation game developed by Teknopilot for iOS, Android, and PC.","My Child Lebensborn is a 2018 social simulation game developed by Teknopilot for iOS, Android and Windows.",1
Petra Wend,2021-11-26T16:14:10Z,2021-11-29T22:32:24Z,Petra Wend CBE and FRSE was Principal and Vice-Chancellor of Queen Margaret University between 2009 and 2019.,Petra Wend CBE and FRSE was Principal and Vice-Chancellor of Queen Margaret University between 2009 and 2019.,0
Holger Mitterer,2021-11-20T23:26:09Z,2021-11-30T02:09:49Z,Holger Mitterer is a German cognitive scientist and linguist and Associate Professor at University of Malta.,Holger Mitterer (born 4 January 1973) is a German cognitive scientist and linguist and associate professor at the University of Malta.,0
Irán Eory,2021-11-04T12:51:09Z,2021-12-01T16:25:39Z," Irán Eory (Persian: ایران اِئوری; October 21, 1937 – March 10, 2002, born Elvira Teresa Eory) was an actress and former model."," Irán Eory (Persian: ایران اِئوری; 21 October 1939 – 10 March 2002, born Elvira Teresa Eory) was an Iranian-born Spanish actress.",0
Royal Antediluvian Order of Buffaloes,2021-11-02T21:59:11Z,2021-11-08T15:26:57Z,The Royal Antediluvian Order of Buffaloes (RAOB) is one of the largest fraternal organisations in the United Kingdom.,The Royal Antediluvian Order of Buffaloes (RAOB) is one of the largest fraternal organisations in the United Kingdom.,0
Wang Dazhong,2021-11-03T12:29:16Z,2021-11-08T15:26:11Z," Wang Dazhong (Chinese: 王大中; pinyin: Wáng Dàzhōng; born 2 March 1935) is a Chinese nuclear reactor engineer who was president of Tsinghua University, and an academician of the Chinese Academy of Sciences."," Wang Dazhong (Chinese: 王大中; pinyin: Wáng Dàzhōng; born 2 March 1935) is a Chinese nuclear reactor engineer who was president of Tsinghua University, and an academician of the Chinese Academy of Sciences.",0
Brie Bella,2021-11-01T14:09:30Z,2021-11-22T03:33:27Z," Brianna Monique Danielson (née Garcia-Colace; born November 21, 1983) is an American reality television personality, entrepreneur and retired professional wrestler."," Brianna Monique Danielson (née Garcia-Colace; born November 21, 1983), known by her ring name Brie Bella, is an American reality television personality and retired professional wrestler.",0
Literature of al-Andalus,2021-11-27T06:17:31Z,2021-11-27T06:20:38Z," The literature of al-Andalus, also known as Andalusi literature (Arabic: الأدب الأندلسي, al-adab al-andalusī), was produced in Al-Andalus, or Islamic Iberia, from the Muslim conquest in 711 to either the Catholic conquest of Granada in 1492 or the Expulsion of the Moors ending in 1614."," The literature of al-Andalus, also known as Andalusi literature (Arabic: الأدب الأندلسي, al-adab al-andalusī), was produced in Al-Andalus, or Islamic Iberia, from the Muslim conquest in 711 to either the Catholic conquest of Granada in 1492 or the Expulsion of the Moors ending in 1614.",0
Steve Ellner,2021-11-02T10:21:35Z,2021-11-21T00:46:48Z," Steve Ellner (born December 21, 1946) is an American scholar that has taught economic history and political science at the Universidad de Oriente (UDO), Venezuela, since 1977."," Steve Ellner (born December 21, 1946) is an American scholar who has taught economic history and political science at the Universidad de Oriente (UDO), Venezuela, since 1977.",0
The Doctor (Doctor Who),2021-11-01T10:55:31Z,2021-11-26T22:20:09Z,The Doctor is the title character in the long-running BBC science fiction television programme Doctor,The Doctor is the title character in the long-running BBC science fiction television programme Doctor,0
Gulsaira Momunova,2021-11-01T19:49:54Z,2021-11-17T05:33:25Z," Gulsaira Momunova, in Kyrgyz: Гүлсайра Момунова (30 December 1937 - 12 August 2020) was a journalist, translator and poet from Kyrgyzstan."," Gulsaira Momunova, in Kyrgyz: Гүлсайра Момунова (30 December 1937 – 12 August 2020) was a Kyrgyz journalist, translator and poet.",0
David Graeber,2021-11-01T01:37:31Z,2021-11-28T22:38:04Z," David Rolfe Graeber (/ˈɡreɪbər/; February 12, 1961 – September 2, 2020) was an American anthropologist and anarchist activist."," David Rolfe Graeber (/ˈɡreɪbər/; February 12, 1961 – September 2, 2020) was an American anthropologist and anarchist activist.",0
Tomer Hemed,2021-11-03T20:36:23Z,2021-11-30T07:41:38Z,Tomer Hemed (Hebrew: תומר חמד; born 2 May 1987) is an Israeli professional footballer who plays as a striker for Western Sydney Wanderers and the Israel national team.,Tomer Hemed (Hebrew: תומר חמד; born 2 May 1987) is an Israeli professional footballer who plays as a forward for Western Sydney Wanderers and the Israel national team.,0
Pedro Nolasco da Silva,2021-11-15T09:21:20Z,2021-11-16T20:04:33Z," Pedro Nolasco da Silva CvC ((1842-05-06)6 May 1842 – (1912-10-12)12 October 1912) was a Macanese interpreter-translator, teacher, civil servant, writer, journalist and politician."," Pedro Nolasco da Silva CvC (6 May 1842 – 12 October 1912) was a Macanese interpreter-translator, teacher, civil servant, writer, journalist and politician.",0
Inge Hvid-Møller,2021-11-06T12:31:41Z,2021-11-07T10:03:01Z,Inge Hvid-Møller (1912–1970) was a Danish actress and stage director.,Inge Hvid-Møller (1912–1970) was a Danish actress and stage director.,0
Julia Louis-Dreyfus,2021-11-02T23:32:47Z,2021-11-29T02:47:07Z,"Julia Scarlett Elizabeth Louis-Dreyfus (/ˈluːi ˈdraɪfəs/ LOO-ee-DRY-fəss; born January 13, 1961) is an American actress, comedian, and producer.","Julia Scarlett Elizabeth Louis-Dreyfus (/ˈluːi ˈdraɪfəs/ LOO-ee-DRY-fəss; born January 13, 1961) is an American actress, comedian, and producer.",0
Luísa Sonza,2021-11-02T04:44:05Z,2021-11-21T07:34:47Z,Luísa Gerloff Sonza is a Brazilian singer-songwriter.," Luísa Gerloff Sonza (born 18 July 1998) is a Brazilian singer-songwriter, actress, TV host, and businesswoman.",1
Zhang Guangjun (born 1965),2021-11-15T08:19:52Z,2021-11-15T08:26:23Z," Zhang Guangjun (Chinese: 张广军; born 21 March 1965) is a Chinese engineer and politician who is the current Vice Minister of Science and Technology, in office since November 2021."," Zhang Guangjun (Chinese: 张广军; born 21 March 1965) is a Chinese engineer and politician who is the current Vice Minister of Science and Technology, in office since November 2021.",0
"Escanaba, Michigan",2021-11-08T23:06:31Z,2021-11-27T07:31:11Z," Escanaba (/ˌɛskəˈnɑːbə/ ES-kə-NAH-bə), commonly shortened to Esky, is a port city in Delta County in the U. S. state of Michigan, located on Little Bay de Noc in the state's Upper Peninsula."," Escanaba (/ˌɛskəˈnɑːbə/ ES-kə-NAH-bə), commonly shortened to Esky, is a port city in Delta County in the U. S. state of Michigan, located on Little Bay de Noc in the state's Upper Peninsula.",0
Monsters University,2021-11-01T21:44:20Z,2021-11-22T03:16:17Z,Monsters University is a 2013 American computer-animated monster comedy film produced by Pixar Animation Studios and released by Walt Disney Pictures.,Monsters University is a 2013 American computer-animated monster comedy film produced by Pixar Animation Studios and released by Walt Disney Pictures.,0
Michael Laughlin,2021-11-01T08:46:44Z,2021-11-22T05:41:51Z," Michael Stoddard Laughlin (1938 – October 27, 2021) was an American film director, producer and screenwriter."," Michael Stoddard Laughlin (1938 – October 20, 2021) was an American film director, producer and screenwriter.",1
"Municipal Buildings, Falmouth",2021-11-09T20:54:14Z,2021-11-18T19:37:07Z," The Municipal Buildings are based on The Moor in Falmouth, Cornwall, England."," The Municipal Buildings are based on The Moor in Falmouth, Cornwall, England.",0
Margaret Sibella Brown,2021-11-02T15:15:06Z,2021-11-24T19:51:45Z," Margaret Sibella Brown (2 March 1866 – 16 November 1961), herein referred to as ""Brown"", was a Canadian bryologist specializing in mosses and liverworts native to Nova Scotia."," Margaret Sibella Brown (2 March 1866 – 16 November 1961, herein referred to as ""Brown"") was a Canadian bryologist specializing in mosses and liverworts native to Nova Scotia.",0
Zegrze Reservoir Monster,2021-11-02T19:53:39Z,2021-11-02T22:15:43Z," Zegrze Reservoir Monster is a fictional lake monster, that according to an urban legend, lives in the Zegrze Reservoir near the city of Warsaw, Poland."," Zegrze Reservoir Monster is a fictional lake monster, that according to an urban legend, lives in the Zegrze Reservoir near the city of Warsaw, Poland.",0
The Winter's Tale,2021-11-08T18:36:30Z,2021-11-29T21:40:04Z,The Winter's Tale is a play by William Shakespeare originally published in the First Folio of 1623.,The Winter's Tale is a play by William Shakespeare originally published in the First Folio of 1623.,0
The Black Power Mixtape 1967–1975,2021-11-03T04:42:14Z,2021-11-09T01:57:40Z," The Black Power Mixtape 1967–1975 is a 2011 Swedish documentary film directed by Göran Olsson, that examines the evolution of the Black Power movement in American society from 1967 to 1975 as viewed through Swedish journalists and filmmakers."," The Black Power Mixtape 1967–1975 is a 2011 Swedish documentary film directed by Göran Olsson, that examines the evolution of the Black Power movement in American society from 1967 to 1975 as viewed through Swedish journalists and filmmakers.",0
Bobby Decordova-Reid,2021-11-04T19:06:38Z,2021-11-28T13:55:34Z,Bobby Armani Decordova-Reid (né Reid; born 2 February 1993) is a professional footballer who plays as a forward for Premier League club Fulham and the Jamaica national team.,Bobby Armani Decordova-Reid (né Reid; born 2 February 1993) is a professional footballer who plays as a forward for Premier League club Fulham and the Jamaica national team.,0
Barrow Raiders,2021-11-02T16:08:49Z,2021-11-22T02:15:08Z," The Barrow Raiders are a semi-professional rugby league team in Barrow-in-Furness, Cumbria, England."," The Barrow Raiders are a semi-professional rugby league team in Barrow-in-Furness, Cumbria, England.",0
Next Digital,2021-11-24T19:15:08Z,2021-11-29T01:43:54Z," Next Digital Limited (Chinese: 壹傳媒有限公司), previously known as Next Media Limited, founded by Jimmy Lai, has 2,095 employees (as of 30 Sep 2020) and is the largest listed media company in Hong Kong."," Next Digital Limited (Chinese: 壹傳媒有限公司), previously known as Next Media Limited, founded by Jimmy Lai, has 2,095 employees (as of 30 Sep 2020) and is the largest listed media company in Hong Kong.",0
Never Gonna Give You Up,2021-11-17T00:21:31Z,2021-12-01T02:25:17Z," ""Never Gonna Give You Up"" is the debut single recorded by English singer and songwriter Rick Astley, released on 27 July 1987."," ""Never Gonna Give You Up"" is the debut single recorded by English singer and songwriter Rick Astley, released on 27 July 1987.",0
George Albee,2021-11-16T14:35:04Z,2021-11-30T23:23:51Z," George Wilson Albee (December 20, 1921 – July 8, 2006) was a pioneer in clinical psychology, who believed societal factors such as unemployment, racism, sexism, and all the myriad forms of exploitation of people by people were the major cause of mental illness."," George Wilson Albee (December 20, 1921 – July 8, 2006) was a pioneer in clinical psychology, who believed societal factors such as unemployment, racism, sexism, and all the myriad forms of exploitation of people by people were the major cause of mental illness.",0
Niamh Shaw,2021-11-05T09:20:43Z,2021-11-13T04:39:00Z," Niamh Shaw is an Irish award-winning STEM communicator, scientist, engineer, writer and performer who has set herself a life mission to get to space."," Niamh Shaw is an Irish award-winning STEM communicator, scientist, engineer, writer and performer who has set herself a life mission to get to space.",0
Fela Kuti,2021-11-04T13:10:58Z,2021-11-28T12:57:35Z," Fela Aníkúlápó Kuti (born Olufela Olusegun Oludotun Ransome-Kuti; 15 October 1938 – 2 August 1997), also known as Abami Eda, was a Nigerian multi-instrumentalist, bandleader, composer, political activist, and Pan-Africanist."," Fela Aníkúlápó Kuti (born Olufela Olusegun Oludotun Ransome-Kuti; 15 October 1938 – 2 August 1997), also known as Abami Eda, was a Nigerian multi-instrumentalist, bandleader, composer, political activist, and Pan-Africanist.",0
